location_id,location_name,location_type,location_place,quest_id
475,Площадь Яна Наталиса,Площадь,Сиротки Боклер,
476,Побережье Пали-Гап,Площадь,У Махакамских врат Вергена,
477,Подворье Караянов,Площадь,Верхний город Боклер,155
478,Подземелья замка Ла Валетт (локация),Площадь,Боклер,609
479,Пойма Сансретура,Площадь,Купеческий квартал,483
480,Покинутая башня,Остров,Запад Скеллиге,
481,Покинутая деревня (Белый Сад),Имение,Склоны Горгоны к северо-западу от Селяви,261
482,Покинутая деревня (Ундвик),КатакомбыТемница,Неизвестно,203
483,Поле битвы,Регион,К востоку от Боклера,
484,Поле Чертополоха,Заброшенная башня,Северо-запад Велена,526
485,Полевой госпиталь (Ведьмак),Заброшенная деревня,К югу от деревни,
486,Полевой штаб Ордена,Разрушенная деревня,Северо-запад Ундвика,479
487,Поля,Поле сражения,Неизвестно,448
488,Поля пшеницы,Деревня,Неизвестно,37
489,Поляна лесорубов,Госпиталь,Неизвестно,
490,Поместье Вегельбудов,Штаб,Старая Вызима,649
491,Поместье графа Колдуэлла,Местность,К юго-западу от деревни,104
492,Поместье Дорен Альма,Поле,К востоку от Новиграда,135
493,Поместье лорда Клейтона,Лагерь,Южнее рощи друидов,548
494,Поместье Реардон,Поместье,К востоку от Новиграда,135
495,Порт Боклера,Поместье,К северу от Чертовой Башни,
496,Порт Гольмштейна,Поместье,Леса Кароберты,
497,Порт у Каэр Трольде,Поместье,К западу от Растбурга,
498,Портняжная мастерская,Заброшенное поместье,К северу от Штейгер,324
499,Портовые ворота (Новиград),Порт,Восток Боклера,146
500,Портовые ворота (Туссент),Порт,Ард Скеллиг,
501,Поселение каменщиков,Порт,Ард Скеллиг,
502,Поселок лесорубов,Мастерская,Верхний город Боклер,506
503,Поселок Редгилль,Ворота,Юг Новиграда,
504,Последний бастион,Ворота,Сан-Себастьян Боклер,178
505,Посольство Нильфгаарда,Деревня,Северо-восток Велена,59
506,Пост Княжеской гвардии,Таверна,Неизвестно,197
507,Походный лагерь Мэвы,Деревня,Ард Скеллиг,92
508,Предместья,Хитроумная конструкция,К востоку от приграничного поста,
509,Представительство казначейства княжества Туссент,Посольство,Верхний город Боклер,
510,Приграничный пост,Сторожевой пост,Сан-Себастьян Боклер,91
511,Пристань (Велен),Военный лагерь,Неизвестно,642
512,Пристань (Лес на болотах),Деревня,Неизвестно,
513,Пристань Арронакаса,Правительственное учреждение,Долина Сансретура на восточной стороне Моста Плегмунда,
514,Пристань Влюбленных,Застава,Север Велена,26
515,Пристань Водница,Пристань,Восток Велена,26
516,Пристань Всполох,Хитроумная конструкция,Неизвестно,
517,Пристань Уриалла,Пристань,Сид Ллигад,418
518,Пристань Фраенте,Пристань,Сид Ллигад,14
519,Приют на Кривоуховых топях,ПристаньОпустевшее селение,К югу от корчмы «На распутье»,
520,Приют Орианы,ПристаньОпустевшее селение,К югу от Дьяволовой ямы,
521,Приют чаек,Деревня,Ан Скеллиг,235
522,Пролом в стене,ПристаньОпустевшее селение,Пустоши,
523,Пустоши,Приют для детей,Кривоуховы топи,
524,Пустынь Пинастри,Приют,К северу от Боклера,
525,Путь Славы,Полуостров,Ундвик,
526,Пышущий обрыв,Ворота,Неизвестно,592
527,Развалины Белой кузни,Регион,К востоку от Дун Тынне,
528,Развалины корчмы,Поселение,Дун Тынне южный берег Блессюры,
529,Развалины моста,Район города,Юг Новиграда,565
530,Развалины Темноводья,Область,Запад Велена,16
531,Развилка дорог (Ард Скеллиг),Развалины,Севернее Глубины Давора,
532,Развилка дорог (Велен),Развалины,Ард Скеллиг,
533,Развилка у Дун Тынне,Разрушенный мост,Леса Флотзама,
534,Разводной мост,Развалины,Неизвестно,
535,Разоренная деревня (Старая Усадьба),Распутье,Ард Скеллиг,
536,Разрушенная библиотека,Распутье,Юго-восток Велена,
537,Разрушенная мельница,Перекресток,Дун Тынне к северо-востоку от замка,466
538,Разрушенная усадьба Аэрамаса,Мост,Леса Кароберты,
539,Разрушенный бастион,Хитроумная конструкция,Неизвестно,
540,Разрушенный мост,Библиотека,Лок Муинне,
541,Распутье,Хитроумная конструкция,Неизвестно,410
542,Растбург,Разрушенная усадьба,К востоку от Оксенфурта,
543,Ратуша Вызимы,Хитроумная конструкция,Юго-восток Велена,
544,Реданский квартал,Мост,Темноводье,
545,Резиденция вар Аттре,Распутье,К востоку от Белого Сада,253
546,Резиденция Лоредо,Замок,К западу от Лирии,601
547,Резиденция Эвереков,Хитроумная конструкция,Неизвестно,
548,Росберг,Лагерь,Лок Муинне,
549,Роща Гединейт,Резиденция,Золотой город,
550,Роща друидов,Комендатура,Флотзам,
551,Роща Олены,Заброшенная усадьба,Драконья долина к северу от Оксенфурта,
552,Руины дворца Галлион,Крепость,Неизвестно,
553,Руины дворца Термес,Лес,Ард Скеллиг,553
554,Руины Дорве,Хитроумная конструкция,Неизвестно,53
555,Руины замка Амавет,Роща,Юг Велена,94
556,Руины крепости Астре,Руины,Долина Ведетте,
557,Руины купальни,Руины,К северо-востоку от Охотничьего домика Трастамары,92
558,Руины рыцарской башни,Разрушенная деревня,Ундвик,551
559,Руины святилища богини Данамеби,Руины замкаЛагерь бандитов,Белый Сад,
560,Руины сторожевой башни,Развалины,Склоны Горгоны к северо-западу от Селяви,616
561,Руины форта Уссар,Эльфские руины,Леса Флотзама,58
562,Руины эльфского храма,Разрушенная башня,Кривоуховы топи,54
563,Рука Снежного Великана,Руины,Пустоши север леса Блессюр,
564,Ручей Нитка,Развалины башни,К северу от Каэр Морхена,
565,Рыбацкий посёлок,Руины,К востоку от каменоломни Ардаизо,205
566,Рыбный рынок,Руины,Леса Кароберты,543
567,Рынок в Купеческом квартале,Горы,Ард Скеллиг,210
568,Рынок на площади Иерарха,Ручей,Пойма Сансретура Лес Марцесент,
569,Рысья скала,Деревня,Неизвестно,
570,Сан-Себастьян,Рынок,Центр Новиграда,428
571,Святилище Лебеды,Рынок,Купеческий квартал,
572,Святилище Лильвани,Рыночная площадь,Центр Новиграда,
573,Святилище Мидаэте,Скала,Склоны Горгоны,342
574,Священные ворота,Квартал города,Северо-восток Боклера,
575,Село Беньковое,Храм,Сиротки Боклер,
576,Село Морынь,Руины,Восток Велена,120
577,Селяви,Святилище,Леса Флотзама,357
578,Серебряный город,Ворота,Сиротки Боклер,
579,Серые скалы,Деревня,Восток Велена,
580,Серый грот,Село,Золотые поля,
581,Сигнальная башня,Озеро,Склоны Горгоны к северо-западу от Боклера,187
582,Сид Ллигад,Район города,Северо-запад Новиграда,58
583,Синее Око,Область,Северо-восток Велена,
584,Синеполье,Пещера,Леса Кароберты,56
585,Синявая Пуща,Развалины башни,Долина Каэр Морхен,456
586,Склад в трущобах,Озеро,Склоны Горгоны,456
587,Склад на Тихом берегу,Озеро,Пустоши к северо-востоку от хозяйства Базан,486
588,Склеп в полях,Деревня,К западу от Трогира,188
589,Склеп в Предместьях,Лес,К западу от Росберга,410
590,Склеп в Старой шахте,Склад,Храмовый квартал,
591,Склеп культа Львиноголового паука,Склад,Тихий берег,166
592,Склеп Ловкача,Гробница,Поля,
593,Склеп на берегу,Хитроумная конструкция,Неизвестно,
594,Склеп на кладбище,Склеп,Старая шахта,
595,Склеп стрыги,Склеп,Неизвестно,
596,Склоны Горгоны,Склеп,Канализация Вызимы,166
597,Сломанный мост,Хитроумная конструкция,Неизвестно,
598,Снидхалль,Хитроумная конструкция,Неизвестно,
599,Совиное урочище,Гробница,Неизвестно,280
600,Совиные гроты,Регион,К северо-востоку от Горгоны,
601,Сожжённая деревня (Белый Сад),Мост,К югу от деревни,205
602,Сожженная деревня (Ведьмак 2),Остров,К северу от Ард Скеллига,529
603,Сожженная лечебница,Холм,Золотые поля,555
604,Сорочье Взгорье,Пещеры,Пойма Сансретура Лес Марцесент,
605,Спикероог,Деревня,К востоку от Белого Сада,
606,Спуск,Руины,Неизвестно,
607,Старая башня,Лечебница,Леса Флотзама,
608,Старая Вызима,Хитроумная конструкция,Неизвестно,
609,Старая каменоломня,Остров,К западу от Ард Скеллига,
610,Старая мельница (Ведьмак),Область,Восток Велена,
611,Старая Просека,Башня,Неизвестно,
612,Старая сторожевая башня,Квартал,Неизвестно,
613,Старая часовня,Карьер,Неизвестно,
614,Старая шахта (Ведьмак),Мельница,Неизвестно,524
615,Стародавний дуб,Лагерь лесорубовОпустевшее селение,Склоны Горгоны к западу от Кастель Ровелло,166
616,Старое кладбище,Руины башни,Спикероог,665
617,Старые шахты,ЧасовняПроклятое место,Реданский берег Понтара к востоку от Броновиц,135
618,Старый амфитеатр,Пещера,Неизвестно,214
619,Старый дом Удальрика,Место поклонения,Велен - Ничейная земля,637
620,Старый Торг,Кладбище,К западу от Задара,252
621,Статуя Владычицы Озера,Шахта,К северу от Корчмы «На распутье»,
622,Статуя Гримдьяра,Руины,Левый берег Сид Ллигад,340
623,Статуя Пророка Лебеды,Заброшенный дом,Спикероог,584
624,Стопы великана,Хитроумная конструкция,Неизвестно,472
625,Сторожевая башня Викк,Статуя,Берег Озера,401
626,Сторожевая башня Кальвейта,Статуя,Ард Скеллиг,321
627,Сторожевой пост над Драконьей долиной,Статуя,Долина Сансретура северо-запад Туссента,
628,Сторожка охотника,Скалы,Ард Скеллиг,
629,Страна тысячи сказок,Руины,К юго-западу от деревни Эрде,
630,Сумрачный бор,ФортОпустевшее селение,Восток Велена,
631,Таверна (Аринбьорн),Разрушенная башня,Реданский берег Понтара к западу от поместья фон Эвереков,
632,Таверна «Вечный Огонь»,Хата,К северу от Новиграда,211
633,Таверна «Золотой осетр»,Иной мир иллюзия,Книга в детской комнате замка Боклера,547
634,Таверна «Котел»,Лес,К северу от деревни Франколар,
635,Таверна «Новый Наракорт»,Таверна,Деревня Аринбьорн,
636,Таверна «Под Кудлатым Мишкой»,Хитроумная конструкция,Неизвестно,
637,Таверна Белого Сада,Корчма,Новиградские Доки,
638,Таверна в Предместьях,Таверна,Верген,573
639,Таверна в Темноводье,Хитроумная конструкция,Неизвестно,300
640,Танцующая мельница,Хитроумная конструкция,Неизвестно,317
641,Театр Ирэн Ренар,Корчма,Деревня Белый Сад,
642,Темерский квартал,Таверна,Предместья,
643,Темная аллея,Таверна,Темноводье,633
644,Темноводье,Мельница,К востоку от Пасеки Майерсдорфов,
645,Тенгельстранд,Театр,К югу от Площади Иерарха,
646,Тесхам Мутна,Лагерь,Неизвестно,
647,Тихая Деревня,Рынок,Старая Вызима,442
648,Тихий берег,Деревня,Неизвестно,
649,Торговый лагерь Скоя’таэлей,Остров,К востоку от Ард Скеллига,188
650,Тракт Кимбольта,Руины,Леса Кароберты,122
651,Трактир «Песий хвост»,Хитроумная конструкция,Неизвестно,
652,Трактир Флотзама,Местность,Долина Сансретура,
653,Треснувший кувшин,Лагерь,Новиградская пуща,
654,Третогорские ворота,Дорога,Юго-восток Велена,
655,Трогир,Трактир,Лисьи Ямы,
656,Тролльский мост,Таверна,Флотзам,
657,Трупная чаща,Хитроумная конструкция,Неизвестно,
658,Туннель Основателей,Ворота,Новиград,18
659,Турнирные поля,Хитроумная конструкция,Неизвестно,569
660,Туссентская темница,Мост,К юго-востоку от Врониц,459
661,Туссентские алтари,Лес,К востоку от деревни Эрде,177
662,Туфо,Шахта,Неизвестно,
663,Тюремная барка,Поля,Долина Сансретура к северу от Боклера,205
664,Тюрьма Вергена,Тюрьма,Пойма Сансретура к востоку от Боклера,633
665,Тюрьма Вызимы,Алтари,Неизвестно,127
666,Тюрьма Дейра,Винодельня,Пойма Сансретура к северу от Фловива,81
667,У пройдохи лиса,Барка,Флотзам,81
668,Убежище Агнес из Гланвилля,Хитроумная конструкция,Верген,
669,Убежище Иорвета,Тюрьма,Храмовый квартал,166
670,Убежище похитителей,Тюрьма,Оксенфурт,
671,Убежище Радовида,Хитроумная конструкция,Неизвестно,256
672,Убежище Саламандр в закрытой зоне,Гробница,Пещера беженцев,226
673,Убежище Саламандр в Канализации,Пещера,Леса Флотзама,332
674,Убежище Саламандр в Предместьях,Убежище,Храмовый квартал,283
675,Убежище скоя'таэлей,Убежище,Купеческий квартал,
676,Убежище суккуба,Убежище,Купеческий квартал,
677,Убежище темерских партизан,Убежище,Канализация Вызимы,555
678,Убежище Убийц королей,Хитроумная конструкция,Неизвестно,435
679,Угодья Монахов,Хитроумная конструкция,Неизвестно,633
680,Уединённая хижина,Пещера-землянка,Сожженная деревня,
681,Укрытие Балтимора,Ущелье,К северо-востоку от Оксенфурта,153
682,Усадьба Гарин,Убежище,Неизвестно,331
683,Усадьба Мольдави,Деревня,К юго-западу от Кридама,457
684,Ущелье Монахов,Хитроумная конструкция,К западу от Покинутой башни,195
685,Ущелья,Тайная комната,Окрестности Вергена,
686,Фамильный склеп фон Эвереков,Усадьба,Реданский берег Понтара к западу от Броновиц,
687,Фареры,Усадьба,К востоку от Новиграда,
688,Ферма Вильдервертов,Ущелье,Неизвестно,
689,Флотзам,Ущелье,Неизвестно,
690,Форт Белого Орла,Склеп,Юго-восточная часть поместья фон Эвереков,
691,Форт Гримдьяр,Остров,К юго-востоку от Ард Скеллига,157
692,Хата в лесу,Ферма,Неизвестно,549
693,Хата Дядьки Почастника,Город,Темерия,
694,Хата лодочных мастеров,Укрепления,Южный берег Понтара напротив Оксенфурта,
695,Хата на окраине,Руины форта,К юго-западу от Фирсдаля Ард Скеллиг,
696,Хата над обрывом,Дом,К северо-западу от Подлесья,511
697,Хата у озера,Хижина,Драконья долина,
698,Хен Гайдт,Опустевшее селение,Велен - Ничейная земля,502
699,Хижина бандитов,Дом,В востоку от Новиграда,370
700,Хижина Васки,Заброшенный дом,Окрестности Каэдвенского лагеря,16
701,Хижина Вдохновенного,Хата,Долина Каэр Морхен,129
702,Хижина дровосеков,Пещера,Южный берег Сид Ллигад,
703,Хижина знахарки,Хижина,Леса Флотзама,202
704,Хижина Кейры Мец,Хижина,Деревня кирпичников,410
705,Хижина Короля-Рыбака,Дом,Неизвестно,444
706,Хижина отшельника,Хижина,Новиградская пуща,
707,Хижина травника,Дом,Темноводье,
708,Хижина травника (Склоны Горгоны),Хата,К северо-востоку от Подлесья,
709,Хижина Эльтона,Хижина,Берег Озера,89
710,Хиндарсфьялл,Хитроумная конструкция,Неизвестно,377
711,Хозяйство Базан,Дом,К востоку от Оксенфурта,
712,Хозяйство Геленсеров,Хата,Склоны Горгоны,
713,Холмы Буковины,Бревенчатый дом,Окрестности Вергена дорога к Каменоломне,
714,Холмы Дун Тынне,Остров,К востоку от Ард Скеллига,
715,Холмы рододендронов,ХуторОпустевшее селение,Пустоши северный берег Овечьего пруда,189
716,Храм Вечного Огня,Ферма,К юго-востоку от Боклера,459
717,Храм Дагона,Местность,К востоку от Новиграда,
718,Храм Мелитэле (Лирия),Холмы,К юго-востоку от Дун Тынне,340
719,Храм Фрейи,Холм,Склоны Горгоны,135
720,Храмовый квартал,Храм,Храмовый остров,43
721,Храмовый остров,Храм,Отмель,
722,Хромоножка Катарина,ХрамМонастырь,К востоку от Орлиного ручья,443
723,Хутор "Золотой колос",Храм,Хиндарсфьялл,118
724,Часовня в Предместьях,Район,Вызима,
725,Часовня Вечного Огня,Район городаОстров,Север Новиграда,631
726,Черная академия,Бордель,Путь Славы,
727,Черная Впадина,Хутор,К северу от Оксенфурта,
728,Чертова Башня,Часовня,Неизвестно,56
729,Чертовы Ворота,Часовня,Предместья Новиграда,
730,Четыре Лика Хеймдалля,Хитроумная конструкция,Каналы под Лок Муинне,553
731,Четыре мельницы,ПещераСвятилище,Левый берег Сид Ллигад,
732,Шалфей и Розмарин,Замок,Неизвестно,
733,Шатер Сабрины,Горный перевал,Пустоши,
734,Шато Саррасин,Алтарь,Фареры,100
735,Шато Фрэш,Мельницы,Долина Сансретура,
736,Шахматный клуб,Кабаре,Путь Славы Новиград,
737,Шахта Вергена,Шатер,Долина Каэр Морхен,443
738,Шахта у Каэр Морхена,Винодельня,К северу от Новиграда,
739,Школа Марабеллы,Винокурня,К востоку от Новиграда,
740,Штаб командования,Шахматный клуб,Оксенфурт,601
741,Штаб Тесака,Шахта,Неизвестно,
742,Эйла Тар,Хитроумная конструкция,Неизвестно,11
743,Эльфийская пещера,Школа,Площадь Бедняков,378
744,Эльфийские руины (Ведьмак),Сооружение,Походный лагерь Мэвы,
745,Эст Тайяр,Сооружение,Походный лагерь Мэвы,672
746,Этнир,Сооружение,Походный лагерь Мэвы,640
747,Ювелирная мастерская Шуттенбаха,Штаб бандитов,К западу от Рынка на площади Иерарха,62
748,Южная пещера Предместий,Корабль,Ущелья,
749,Южные ворота,Пещера,Неизвестно,427
750,Явина,Руины,Восточная часть вызимских каналов,
751,Ядоватый вылом,Эльфские руины,К северо-востоку от Оксенфурта,135
752,Ядовитые скалы,Руины,Север Ард Скеллига,517
753,Биндюга (строение 2),Ювелирная мастерская,Золотой город,539
754,Золотые поля (строение 2),Пещера,Неизвестно,
755,Дом Голана Вивальди (строение 2),Ворота,Юго-восток Новиграда,
756,Коломница (строение 2),Река,К западу от столицы ЛирииАэдирн (?),
757,Багряная роща (строение 2),Пещера,К юго-востоку от Сторожки охотника,382
758,Корчма «Гусиная гузка» (строение 2),Холмы,Север Долины Сансретура,
759,Глиняные ямы (локация) (строение 2),Деревня,Неизвестно,202
760,Дом Талера (строение 2),Регион,К востоку от Новиграда,129
761,Катакомбы Старой Усадьбы (строение 2),Хитроумная конструкция,Неизвестно,28
762,Категория:Города из игр (строение 2),Остров,Озеро Моречко,
763,Временная кузница (строение 2),Роща,Неизвестно,
764,Короната (строение 2),Таверна,К югу от Новиграда,166
765,Деревня Большие Сучья (строение 2),Глиняный карьер,Южнее деревни кирпичников,
766,Задар (строение 2),Дом,Храмовый квартал,153
767,«Рыхлый Трюфель» (строение 2),Хитроумная конструкция,Неизвестно,135
768,Канализация Новиграда (строение 2),Хитроумная конструкция,Неизвестно,
769,Кладбище на болотах (строение 2),Кузница,Неизвестно,49
770,Дом Могилы (строение 2),Усадьба,Долина Сансретура Туссент,
771,Вершины-близнецы (строение 2),Деревня,К западу от Врониц,489
772,Казино Ублюдка Младшего (строение 2),Город,К западу от Лирии к югу от Орлиного Ручья,
773,Кладбище у Монкрана (строение 2),Таверна,Северные королевства,443
774,Городское кладбище (строение 2),Канализация,Под улицами города,
775,Дамба Вызимы (строение 2),Хитроумная конструкция,Неизвестно,87
776,Башня мага (строение 2),Дом,Храмовый квартал,19
777,Замок Зютцер (строение 2),Гора,Угольшток,613
778,Древняя гробница (Ведьмак 3) (строение 2),Игорный притон,Обрезки,550
779,Грот драконобойца (строение 2),Кладбище,Пустоши к западу от Монкрана,597
780,Деревня Сворлаг (строение 2),Кладбище,Сиротки Боклер,59
781,Деревня Ферлунд (строение 2),Дамба,Вызима,252
782,Крематорий (строение 2),Башня,Левый берег Вызимы,566
783,Грань Бороса (строение 2),Руины,К востоку от имения фон Эвереков,
784,Градова гора (строение 2),Пещера,Ард Скеллиг,
785,Деревня Рудник (строение 2),Пещера,К северо-западу от Кривоуховых топей,636
786,Башня мага (строение 2),Деревня,Спикероог,120
787,Канализация Вызимы (строение 2),Деревня,Ард Скеллиг,613
788,Ивица (строение 2),Крематорий,К востоку от Оксенфуртских ворот,
789,Деревня Раннвейг (строение 2),Город руины,Запад Махакамского перевала,
790,Глубины Давора (строение 2),Гора,Ард Скеллиг,217
791,Заброшенная винокурня (строение 2),Деревня,Северный берег Моречка,
792,Жилище Ольшана (строение 2),Башня,Левый берег Вызимы,184
793,Деревня Мышинец (строение 2),Канализация,Неизвестно,
794,Кралобаг (строение 2),Деревня,Неизвестно,251
795,Килкеринн (строение 2),Деревня,Ард Скеллиг,
796,Бордель Флотзама (строение 2),Карьер,Северо-восточнее Золотого стока,250
797,Каэдвенский лагерь (строение 2),Винокурня,Пустоши,
798,Корчма «Старый порт» (строение 2),Дом,Неизвестно,
799,Деревня Альнесс (строение 2),Деревня,Восточнее деревни Сворки,
800,Корчма «Гусиная гузка» (строение 2),Город,Неизвестно,151
801,Замок Вроницы (строение 2),Руины,К северу от Трупной чащи,202
802,«Фазанерия» (строение 2),Бордель,Неизвестно,
803,Дуэн Хен (строение 2),Лагерь,Окрестности Вергена,
804,Волчье урочище (строение 2),Таверна,Ундвик,234
805,Дерево висельников (строение 2),Деревня,Золотые поля,149
806,Изысканный салон (строение 2),Таверна,К югу от Новиграда,435
807,Деревня Эрде (строение 2),Замок,Темерский берег Понтара,381
808,Госпиталь Вильмериуса (строение 2),Таверна,Боклер Туссент,18
809,Дорога на Лысую гору (строение 2),Святилище,Юго-восток Велена,586
810,Главный рынок Боклера (строение 2),Святилище,К северу от Врониц,359
811,Деревня Доброво (строение 2),Дерево,К северу от Яворника,
812,Канализация Новиграда (строение 2),Цирюльня,Сиротки Боклер,248
813,Деревня Залипье (строение 2),Деревня,Драконья долина Редания,49
814,Застенное кладбище (строение 2),Госпиталь,Обрезки Новиград,116
815,Изысканный салон (строение 2),ДорогаПристань,Юго-восток Велена,458
816,Вроницы (регион) (строение 2),Площадь,Верхний город Боклер,381
817,Дерево странников (строение 2),Деревня,К югу от Врониц,
818,Глубины Давора (строение 2),Канализация,Под улицами города,
819,Золотой сток (строение 2),Деревня,К востоку от Врониц,
820,Берег погибших кораблей (строение 2),Кладбище,Сиротки у южных стен Боклера,
821,Дом Сары (строение 2),Цирюльня,Сиротки Боклер,593
822,Вызима (строение 2),Область,Северо-запад Велена,599
823,Заброшенная бочарня (строение 2),Дерево,Юг Аэдирна,
824,Заброшенный склад (строение 2),Карьер,Северо-восточнее Золотого стока,85
825,Дом Сесиля Бурдона (строение 2),Город,Неизвестно,90
826,Квартал нелюдей (Флотзам) (строение 2),Побережье,Запад Велена,331
827,Дуэн Хен (строение 2),Дом,К югу от Площади Иерарха,246
828,Высокий мост (строение 2),Столица,Озеро Вызима,234
829,Врата Восходящего Солнца (строение 2),Бочарня,Леса Кароберты,
830,Деревня Подлесье (строение 2),Склад,Леса Кароберты к востоку от Тесхам Мутна,
831,Tor Gvalch'ca (строение 2),Дом,Верген,201
832,Берег погибших кораблей (строение 2),Жилой квартал,Флотзам,3
833,Дол Ду Локке (строение 2),Святилище,Юго-восток Велена,593
834,Верхний город (строение 2),Город,К юго-востоку от Грани Бороса,
835,Гнилая Роща (строение 2),Ворота,Верхний город Боклер,
836,Золотой сток (строение 2),Деревня,К юго-западу от Врониц,330
837,«Колокола Боклера» (строение 2),Башня,Северо-западная оконечность Ундвика,
838,Вроницы (регион) (строение 2),Побережье,Запад Велена,
839,Дуэн Хен (строение 2),Долина,Неизвестно,
840,Дом Адама (строение 2),Район города,Боклер,234
841,Каменоломня Ардаизо (строение 2),Район города,Квартал красных фонарей Новиград,
842,Драконья долина (строение 2),Город,Неизвестно,184
843,Госпиталь Вильмериуса (строение 2),Бордель,Порт Боклера,
844,Карбон (строение 2),Область,Северо-запад Велена,586
845,Деревня Фловив (строение 2),Святилище,Юго-восток Велена,
846,Каэр Мюр (строение 2),Дом,Темноводье,
847,Деревня Аринбьорн (строение 2),Каменоломня,Пустоши к юго-западу от Монкрана,664
848,Длинный мост (строение 2),Долина,К северо-востоку от Оксенфурта,211
849,Журавлиный остров (строение 2),Госпиталь,Обрезки Новиград,
850,Деревня Лурхен (строение 2),Гора и город,Восток Махакама,521
851,Игорный притон (строение 2),Деревня,Пойма Сансретура к востоку от Боклера,
852,Деревня Ларвик (строение 2),Крепость,Ард Скеллиг,
853,Загадочный мир (строение 2),Деревня,Ард Скеллиг,20
854,Изысканный салон (строение 2),Мост,Карбон,
855,Дикий берег (строение 2),Остров,Пойма Сансретура,381
856,Золотой сток (строение 2),ДеревняОпустевшее селение,Хиндарсфьялл,
857,Грот (Велен) (строение 2),Таверна,Купеческий квартал,
858,Длинный мост (строение 2),Деревня,Хиндарсфьялл,63
859,Ддиддвет (строение 2),Хитроумная конструкция,Другой мир,
860,Каменоломня Старые Хрычи (строение 2),Цирюльня,Сиротки Боклер,582
861,Замок Трех Отцов (строение 2),Побережье,Ард Скеллиг,
862,Душные Ямы (строение 2),Город,Неизвестно,
863,Замок Монкран (строение 2),Пещера,Восток Велена,55
864,Деревня Аретт (строение 2),Мост,Карбон,553
865,Каналы под Лок Муинне (строение 2),Другой мир,Неизвестно,545
866,Деревня Ферлунд (строение 2),Каменоломня,Велен,
867,Вызима (озеро) (строение 2),Замковый комплекс,Южная часть Вергена,566
868,Корчма «Под бочкой и шпунтом» (строение 2),Пещера,Долина Ведетте к юго-востоку от руин дворца Галлион,
869,Деревня Большие Сучья (строение 2),Руины замка,К северо-востоку от каменоломни Ардаизо,
870,Кладбище у Лофотена (строение 2),Деревня,Застенье,153
871,Деревня Броновицы (строение 2),Канализация,Лок Муинне,
872,Быстрое перемещение (строение 2),Деревня,Ард Скеллиг,242
873,Деревня Большие Сучья (строение 2),Озеро,Вокруг города,
874,Каэр Ниссен (строение 2),Корчма,Деревня Фловив,153
875,Дворец Пробуждения (строение 2),Деревня,К западу от Врониц,217
876,Имение Мартина Листа (строение 2),Кладбище,Хиндарсфьялл к югу от Лофотена,582
877,Вызимское кладбище (строение 2),Деревня,К северо-востоку от имения фон Эвереков,
878,Дом Калькштейна (строение 2),Хитроумная конструкция,Неизвестно,
879,Корво Бьянко (строение 2),Деревня,К западу от Врониц,
880,Бочарня на склонах (строение 2),Руины,Ард Скеллиг,
881,Дом Одо (строение 2),Дворец,Тир на Лиа,
882,Башка тролля (строение 2),Усадьба,Золотые поля,
883,Верхняя мельница (строение 2),Кладбище,Неизвестно,502
884,Корчма «Гусиная гузка» (строение 2),Хитроумная конструкция,Неизвестно,224
885,Корчма «Под Серебряной Саламандрой» (строение 2),Усадьба,Долина Сансретура Туссент,202
886,Гиндар (строение 2),Поселение,Склоны Горгоны к западу от тюрьмы Бастой,553
887,Бочарня на склонах (строение 2),Хитроумная конструкция,Неизвестно,20
888,Каштановый берег (строение 2),Гора,К северу от Каэр Морхена,
889,Замок Ривия (строение 2),Мельница,К востоку от Броновиц,
890,Деревня Клыки (строение 2),Таверна,К югу от Новиграда,
891,Деревня Доброво (строение 2),Корчма,Долина Ведетте на берегу Сансретура,
892,Каэр Ду (строение 2),Роща,Хиндарсфьялл,248
893,Залив Сирени (строение 2),Поселение,Склоны Горгоны к западу от тюрьмы Бастой,71
894,Велен (строение 2),Пристань,Долина Сансретура,
895,Золотые поля (строение 2),Замок,Ривия Лирия и Ривия,
896,Бастион (строение 2),Разрушенная деревня,Запад Велена,
897,Градобор (строение 2),Деревня,К югу от Врониц,13
898,Градобор (строение 2),Руины крепости,Долина под Форнхалой,98
899,Блокпост Ордена (строение 2),Залив,Великое море,98
900,Карбон (строение 2),Провинция,Северо-запад Темерии,307
901,Грот (Велен) (строение 2),Регион,К востоку от Новиграда,
902,Дом Одо (строение 2),Форт,Долина Каэр Морхен,63
903,Дом ведьмака (строение 2),Город,К западу от Ривии,
904,Квартал нелюдей (Флотзам) (строение 2),Город,К западу от Ривии,
905,Каэр Гелен (строение 2),Пост,Храмовый квартал,246
906,Загадочный мир (строение 2),Гора и город,Восток Махакама,75
907,Квартал нелюдей (Флотзам) (строение 2),Пещера,Восток Велена,
908,Дом ведьмака (строение 2),Хитроумная конструкция,Неизвестно,246
909,Деревня Троттхейм (строение 2),Дом,Неизвестно,
910,Замок Ривия (строение 2),Жилой квартал,Флотзам,
911,Деревня Хов (строение 2),Руины крепости,К востоку от Лагеря горняков,
912,Залив Сирени (строение 2),Хитроумная конструкция,Другой мир,368
913,Каналы под Лок Муинне (строение 2),Жилой квартал,Флотзам,
914,Деревня Фловив (строение 2),Дом,Неизвестно,
915,Временная кузница (строение 2),Деревня,Фареры,
916,Караулка (строение 2),Замок,Ривия Лирия и Ривия,166
917,Винный рынок (строение 2),Деревня,Спикероог,
918,Каэр Ду (строение 2),Залив,Великое море,
